"","Uniprot.Name","Gene"
"353","FCGR4","Fcgr4"
"354","A0A0B4J1G4","Il17d"
"355","A0A0B4J1G7","Trbv1"
"356","A0A0B4J1G8","Trbv2"
"357","A0A0B4J1G9","Trbv5"
"358","A0A0B4J1H0","Trbv12-1"
"359","A0A0B4J1H1","Trbv12-2"
"360","A0A0B4J1H2","Trbv13-3"
"361","A0A0B4J1H3","Trbv16"
"362","A0A0B4J1H4","Trbv19"
"363","A0A0B4J1H5","Trbv20"
"364","A0A0B4J1H6","Igkv2-137"
"365","A0A0B4J1H7","Igkv1-135"
"366","A0A0B4J1H8","Igkv1-133"
"367","A0A0B4J1H9","Igkv1-132"
"368","A0A0B4J1I0","Igkv1-110"
"369","A0A0B4J1I1","Igkv16-104"
"370","A0A0B4J1I2","Igkv4-92"
"371","A0A0B4J1I3","Igkv4-74"
"372","A0A0B4J1I4","Igkv4-72"
"373","A0A0B4J1I5","Igkv4-70"
"374","A0A0B4J1I6","Igkv4-69"
"375","A0A0B4J1I7","Igkv4-68"
"376","A0A0B4J1I8","Igkv4-59"
"377","A0A0B4J1J0","Igkv4-50"
"378","A0A0B4J1J1","Igkv5-45"
"379","A0A0B4J1J2","Igkv5-43"
"380","A0A0B4J1J3","Igkv8-18"
"381","A0A0B4J1J4","Ighv9-2"
"382","A0A0B4J1J5","Ighv9-3"
"383","A0A0B4J1J6","Ighv10-1"
"384","A0A0B4J1J7","Ighv1-82"
"385","A0A0B4J1J8","Trgv4"
"386","A0A0B4J1J9","Trav11"
"387","A0A0B4J1K1","Trav4-3"
"388","A0A0B4J1K2","Trav9-4"
"389","A0A0B4J1K3","Trav13-5"
"390","A0A0B4J1K4","Trav19"
"391","A0A0B4J1K5","Iglv3"
"392","CEA15","Ceacam15"
"393","A0A0B4J1M0","Ighv1-77"
"394","A0A0B4J1M2","Olfr455"
"395","A0A0B4J1N0","Ighv1-76"
"396","A0A0B4J1N1","Trav7n-6"
"397","GP15L","Gpr15l"
"398","A0A0B4J1N7","Trav14-2"
"399","A0A0B4J1P2","Trbj2-5"
"400","A0A0B4J1P6","Trbj2-3"
"401","A0A0B4J1P9","Trbj2-4"
"402","A0A0G2JDB8","Gm17720"
"403","A0A0G2JDC9","Gm17662"
"404","A0A0G2JDD5","Ighd5-7"
"405","A0A0G2JDD8","Ighd1-1"
"406","A0A0G2JDE4","Traj2"
"407","A0A0G2JDE9","Traj22"
"408","A0A0G2JDF0","Traj31"
"409","A0A0G2JDF5","Trav14n-2"
"410","A0A0G2JDG2","Igkj2"
"411","A0A0G2JDG3","Traj12"
"412","A0A0G2JDG5","Iglj3"
"413","A0A0G2JDH7","Traj47"
"414","A0A0G2JDI1","Igkj5"
"415","A0A0G2JDP3","Trav9n-2"
"416","A0A0G2JDP5","Traj30"
"417","A0A0G2JDS2","Chil5"
"418","A0A0G2JDS9","Traj23"
"419","A0A0G2JDU0","Igkv8-34"
"420","A0A0G2JDU3","Igkv20-101-2"
"421","A0A0G2JDV3","Gbp6"
"422","A0A0G2JDX5","Traj39"
"423","A0A0G2JDX6","Traj19"
"424","A0A0G2JDY8","Traj33"
"425","A0A0G2JDZ0","Traj56"
"426","A0A0G2JDZ1","Iglj2"
"427","A0A0G2JE01","Gm21663"
"428","A0A0G2JE21","Traj43"
"429","A0A0G2JE22","Traj44"
"430","A0A0G2JE61","Iglj1"
"431","A0A0G2JE67","Gm3409"
"432","A0A0G2JE76","Traj11"
"433","A0A0G2JE99","Iglc1"
"434","A0A0G2JEB4","Traj6"
"435","A0A0G2JEB6","Cfap47"
"436","A0A0G2JEB7","Gm17359"
"437","A0A0G2JEC1","Traj17"
"438","A0A0G2JEE5","Traj50"
"439","A0A0G2JEG4","Iglj4"
"440","A0A0G2JEI4","Trgj3"
"441","A0A0G2JEK3","Traj16"
"442","A0A0G2JEK5","Iglc4"
"443","A0A0G2JEM0","Trav3n-3"
"444","A0A0G2JEM5","Zfp267"
"445","A0A0G2JER2","Traj13"
"446","A0A0G2JET4","Gm42543"
"447","A0A0G2JEU3","Trdc"
"448","A0A0G2JEU8","Trav13n-1"
"449","A0A0G2JEV5","Trav7-1"
"450","A0A0G2JEV8","Traj24"
"451","A0A0G2JEW3","Traj9"
"452","A0A0G2JEY2","Traj49"
"453","A0A0G2JEZ6","Igkj1"
"454","A0A0G2JF02","Traj4"
"455","A0A0G2JF06","Traj41"
"456","A0A0G2JF27","Traj59"
"457","A0A0G2JF50","Traj32"
"458","A0A0G2JF87","Trgj4"
"459","A0A0G2JF93","Trav13n-2"
"460","A0A0G2JF94","Trav14-1"
"461","A0A0G2JFA3","Traj58"
"462","A0A0G2JFC2","Traj5"
"463","A0A0G2JFC4","Traj45"
"464","A0A0G2JFD5","Gm21083"
"465","A0A0G2JFD7","Traj3"
"466","A0A0G2JFF0","Gm49027"
"467","A0A0G2JFF4","Traj7"
"468","A0A0G2JFH3","Olfr576"
"469","A0A0G2JFK9","Traj20"
"470","A0A0G2JFL6","Traj27"
"471","A0A0G2JFM0","Traj38"
"472","A0A0G2JFN0","Traj42"
"473","A0A0G2JFP6","Traj25"
"474","A0A0G2JFS3","Iglj3p"
"475","A0A0G2JFS6","Traj52"
"476","A0A0G2JFS9","Atg4a-ps"
"477","A0A0G2JFT5","Igkj4"
"478","A0A0G2JFU1","Traj35"
"479","A0A0G2JFV0","Traj29"
"480","A0A0G2JFW2","Trdj2"
"481","A0A0G2JFW3","Traj28"
"482","A0A0G2JFX6","Trav7-5"
"483","A0A0G2JFY7","Gm21149"
"484","A0A0G2JG17","Trav23"
"485","A0A0G2JG46","Traj18"
"486","A0A0G2JG52","Crybg1"
"487","A0A0G2JG53","Trdj1"
"488","A0A0G2JG57","Traj21"
"489","A0A0G2JG86","Traj15"
"490","A0A0G2JG88","Traj48"
"491","A0A0G2JGA3","Tex13c2"
"492","A0A0G2JGB2","Gm5565"
"493","A0A0G2JGH6","Zfp804b"
"494","A0A0G2JGI7","Traj26"
"495","A0A0G2JGJ6","Gm21190"
"496","A0A0G2JGJ9","Igkj3"
"497","A0A0G2JGK9","Traj37"
"498","A0A0G2JGM3","Traj34"
"499","A0A0G2JGM9","Traj53"
"500","A0A0G2JGQ7","Trav15d-2-dv6d-2"
"501","A0A0G2JGR3","Traj46"
"502","A0A0G2JGR8","Gm21680"
"503","A0A0G2JGT0","Gm43218"
"504","A0A0G2JGW7","Trgj2"
"505","A0A0G2JGX9","Gm6370"
"506","A0A0G2JH10","Traj57"
"507","A0A0G2JH15","Traj40"
"508","A0A0G2LB96","Trbv29"
"509","A0A0J9YTR2","0610012G03Rik"
"510","A0A0J9YTU8","Gm5767"
"511","A0A0J9YU01","Gm7792"
"512","A0A0J9YU71","Zfp811"
"513","A0A0J9YU88","Gm3147"
"514","A0A0J9YUD4","Zfp433"
"515","A0A0J9YUD5","Nup205"
"516","A0A0J9YUH2","Gm7697"
"517","A0A0J9YUM1","Gm7682"
"518","A0A0J9YUV1","Gm6509"
"519","A0A0J9YUW3","Gm5141"
"520","A0A0J9YUX7","Slc23a4"
"521","A0A0J9YUZ3","Gm9495"
"522","A0A0J9YV76","Oas1e"
"523","A0A0J9YVD0","Gm10424"
"524","A0A0J9YVH3","AU041133"
"525","A0A0J9YVH6","1520401A03Rik"
"526","SYC2L","Sycp2l"
"527","A0A0M6L0J6","Prl3d3"
"528","A0A0N4SUH6","Rbm8a2"
"529","A0A0N4SUI7","Nbdy"
"530","A0A0N4SUJ3","Naaladl2"
"531","A0A0N4SUK1","AW822073"
"532","A0A0N4SUK7","Wdr49"
"533","A0A0N4SUM5","Gm12845"
"534","A0A0N4SUP0","Olfr1375"
"535","A0A0N4SUS7","Gm35549"
"536","A0A0N4SV92","Duxf3"
"537","A0A0N4SVC3","Olfr785"
"538","A0A0N4SVP2","Olfr316"
"539","A0A0N4SVP8","Eif4a3l2"
"540","A0A0N4SVQ0","Prss47"
"541","A0A0N4SVR5","Rasgef1a"
"542","A0A0N4SVU1","Gm7298"
"543","A0A0N4SW15","Spin2g"
"544","A0A0N4SW31","BC029722"
"545","A0A0N4SWI3","D6Ertd527e"
"546","A0A0R4J1Z0","Mrgpra2a"
"547","A0A0R4J2B9","Btbd35f23"
"548","A0A0R4J8U2","Olfr1532-ps1"
"549","A0A0U1RNF2","Lcmt1"
"550","A0A0U1RNF5","Olfr396-ps1"
"551","A0A0U1RNG7","Kctd14"
"552","A0A0U1RNJ4","Olfr391"
"553","A0A0U1RNT7","Gm30191"
"554","A0A0U1RNU5","E130218I03Rik"
"555","A0A0U1RP76","Olfr284"
"556","A0A0U1RPC5","Zfp109"
"557","A0A0U1RPM1","Gm36028"
"558","GUC2D","Gucy2d"
"559","A0A0U1RPT6","4930433I11Rik"
"560","A0A0U1RPZ4","Olfr465-ps1"
"561","TM275","Tmem275"
"562","A0A0U1RQ46","Zfp950"
"563","A0A0U1RQ84","Zfp626"
"564","A0A140LHE4","A26c2"
"565","VSXL2","Vsig10l2"
"566","A0A140LHH9","Gm35339"
"567","A0A140LHN3","Olfr753-ps1"
"568","A0A140LHS7","Olfr1432"
"569","A0A140LHS9","Olfr1438-ps1"
"570","A0A140LHT4","Gm9195"
"571","A0A140LHT7","Olfr1555-ps1"
"572","A0A140LHU2","Olfr1493-ps1"
"573","SIM27","Smim27"
"574","A0A140LHZ9","Nrg1"
"575","A0A140LI04","Gm5890"
"576","A0A140LI11","Gm5737"
"577","A0A140LI28","Fam81b"
"578","A0A140LI48","Pcdhgb8"
"579","A0A140LI66","Olfr1315-ps1"
"580","A0A140LI67","Frmpd2"
"581","ANR31","Ankrd31"
"582","CT204","Gm29797"
"583","A0A140LIF8","Irgm2"
"584","A0A140LII9","Gm45015"
"585","A0A140LIJ0","Dcst2"
"586","A0A140LIP2","Ect2l"
"587","A0A140LIP3","4933424G06Rik"
"588","A0A140LIQ5","Gm15262"
"589","A0A140LIR8","Olfr1480"
"590","A0A140LIR9","Erfl"
"591","A0A140LIS8","Gm4756"
"592","CC194","Ccdc194"
"593","A0A140LIU8","Gm18336"
"594","A0A140LIV7","Gm35060"
"595","A0A140LIW3","Frmpd3"
"596","A0A140LIX9","Cfap99"
"597","A0A140LJ24","Gm4131"
"598","A0A140LJ72","Muc16"
"599","A0A140LJ87","Gm4565"
"600","A0A140LJC7","Gm19410"
"601","A0A140LJF5","Olfr485"
"602","A0A140LJJ2","Gm13420"
"603","A0A140T8I4","Cdc34b"
"604","A0A140T8J6","Olfr418"
"605","A0A140T8J7","Olfr1326-ps1"
"606","A0A140T8J9","Olfr709-ps1"
"607","A0A140T8K0","Olfr911-ps1"
"608","A0A140T8K3","Olfr1025-ps1"
"609","A0A140T8K4","Olfr175"
"610","A0A140T8K7","Olfr1369-ps1"
"611","A0A140T8L4","Olfr625-ps1"
"612","A0A140T8L6","Anapc15-ps"
"613","A0A140T8L9","Trbv14"
"614","A0A140T8M0","Igkv1-117"
"615","A0A140T8M1","Igkv10-96"
"616","A0A140T8M2","Igkv12-44"
"617","A0A140T8M3","Igkv8-30"
"618","A0A140T8M4","Igkv8-19"
"619","A0A140T8M5","Igkv6-15"
"620","A0A140T8M6","Igkv3-5"
"621","A0A140T8M8","Igkv1-131"
"622","A0A140T8M9","Igkv1-122"
"623","A0A140T8N1","Igkv1-88"
"624","A0A140T8N3","Igkv13-84"
"625","A0A140T8N4","Igkv5-37"
"626","A0A140T8N5","Igkv6-23"
"627","A0A140T8N6","Trbv13-2"
"628","A0A140T8N7","Igkv6-25"
"629","A0A140T8N8","Igkv9-123"
"630","A0A140T8N9","Igkv6-32"
"631","A0A140T8P0","Igkv3-12"
"632","A0A140T8P1","Igkv6-14"
"633","A0A140T8P2","Igkv6-20"
"634","A0A140T8P3","Igkv15-103"
"635","A0A140T8P4","Igkv3-9"
"636","A0A140T8P5","Igkv8-24"
"637","A0A140T8P6","Igkv12-46"
"638","A0A140T8P7","Igkv8-21"
"639","A0A140T8P8","Trbv17"
"640","A0A140T8P9","Igkv14-111"
"641","A0A140T8Q0","Igkv3-3"
"642","A0A140T8Q2","Olfr364-ps1"
"643","A0A140T8Q4","Igkv3-4"
"644","A0A140T8Q5","Btbd35f21"
"645","A0A140T8T4","Rpl9-ps6"
"646","A0A140T8T9","Olfr721-ps1"
"647","A0A140T8U1","Cyp2j7"
"648","A0A140T8U3","Vmn2r-ps130"
"649","A0A140T8U4","Rpl36-ps4"
"650","A0A140T8U8","Mrgpra9"
"651","A0A1B0GQX2","Tunar"
"652","CTXD2","Ctxnd2"
"653","A0A1B0GQY9","Lrrc29"
"654","A0A1B0GR10","Gm40460"
"655","A0A1B0GR13","Cylc1"
"656","A0A1B0GR31","Gm28710"
"657","A0A1B0GR71","Gm4924"
"658","A0A1B0GR74","Igip"
"659","A0A1B0GR83","Gm11213"
"660","A0A1B0GR91","Gm4779"
"661","A0A1B0GRB6","Brd3os"
"662","A0A1B0GRE8","Zscan4e"
"663","A0A1B0GRF0","Sult2a7"
"664","A0A1B0GRG8","Gm5678"
"665","A0A1B0GRH6","Zscan4-ps3"
"666","A0A1B0GRI2","Gm35315"
"667","A0A1B0GRI5","Lrrc3c"
"668","A0A1B0GRI9","Gm45871"
"669","A0A1B0GRJ3","Gm6657"
"670","A0A1B0GRJ4","Gm7579"
"671","A0A1B0GRK0","Gm45521"
"672","A0A1B0GRL1","Gm10153"
"673","A0A1B0GRL2","Gm37419"
"674","A0A1B0GRN7","Olfr634-ps1"
"675","SIM36","SMIM36"
"676","A0A1B0GRQ3","Gm20219"
